customer_id;customer_name;email;phone;country;city;address;postal_code;birth_date;gender;registration_date;purchase_history;loyalty_points
C0154;Iván Rosado;iván.rosado@example.com;+34 601 61 91 42;España;Ávila;C. de Paca Campillo 181;35682;05/05/1980;Otro;21/11/2022;11 compras;683
C0155;Diego Nadal;diego.nadal@example.com;+34 708 54 73 87;España;Granada;Pasaje Carlito Boix 768;42000;04/11/1970;Masculino;09/03/2020;16 compras;608
C0156;Julio César Carbó;julio césar.carbó@example.com;+34 842 07 45 88;España;Cantabria;Avenida Loreto Coca 575;70828;29/06/1986;Masculino;05/05/2019;20 compras;215
C0157;Evaristo Belda;evaristo.belda@example.com;+34 698 86 55 71;España;Murcia;Vial de Paula Calatayud 59;79731;27/10/1993;Masculino;01/04/2019;3 compras;554
C0158;Primitivo Soria;primitivo.soria@example.com;34709731710;España;Las Palmas;Alameda de Rufina Manzano 4;310;20/08/1980;Masculino;12/12/2022;17 compras;807
C0159;Hernando Barberá;hernando.barberá@example.com;+34687 362 172;España;Guipúzcoa;Paseo Roberta Lamas 32 Piso 7 ;57066;11/11/1966;Masculino;28/08/2020;5 compras;903
C0160;Benigna Valls;benigna.valls@example.com;+34 720993231;España;Almería;Via de Febe Egea 71 Puerta 0 ;37677;06/07/1992;Otro;30/08/2021;5 compras;208
C0161;Reynaldo Verdú;reynaldo.verdú@example.com;+34 718396811;España;Pontevedra;Via de Tiburcio Castillo 59;58797;24/08/1982;Masculino;13/07/2023;4 compras;344
C0162;Jose Melero;jose.melero@example.com;+34 802 680 967;España;Murcia;Ronda de Marcia Aparicio 21;96757;10/02/1995;Masculino;19/12/2021;3 compras;216
C0163;Noelia Maldonado;noelia.maldonado@example.com;+34 960 62 41 77;España;Navarra;Avenida de Eutimio Tur 474;49090;24/06/1992;Otro;19/06/2023;19 compras;887
C0164;Isidoro Teruel;isidoro.teruel@example.com;+34633 342 850;España;Las Palmas;Paseo de Azahara Iglesia 67 Puerta 1 ;80759;12/02/1972;Masculino;09/03/2023;1 compras;809
C0165;Marcia Donoso;marcia.donoso@example.com;34747987490;España;Teruel;Cañada Clemente Ramis 9 Puerta 8 ;21791;01/12/1995;Femenino;24/02/2023;17 compras;265
C0166;Leandro Expósito;leandro.expósito@example.com;+34 622 74 06 17;España;Ceuta;Plaza de Lucía Amor 8 Piso 8 ;97066;04/05/2005;Otro;30/09/2023;8 compras;676
C0167;Belen Viana;belen.viana@example.com;+34719 72 88 22;España;Madrid;Plaza de Águeda Frutos 7 Puerta 1 ;66745;06/04/2004;Otro;17/06/2019;7 compras;648
C0168;Merche Fuente;merche.fuente@example.com;+34 728601999;España;Palencia;Plaza Áurea Gil 94 Apt. 81 ;22471;09/11/1959;Otro;16/10/2023;20 compras;639
C0169;Graciano Anaya;graciano.anaya@example.com;+34674 073 367;España;Teruel;Paseo Araceli Moya 85 Puerta 5 ;42039;23/06/1982;Masculino;14/09/2020;7 compras;728
C0170;Cayetano Pedraza;cayetano.pedraza@example.com;+34639 45 25 46;España;Álava;Pasaje Primitiva Conesa 89 Piso 0 ;80420;08/10/2002;Otro;10/01/2023;17 compras;562
C0171;León Cuevas;león.cuevas@example.com;+34 737 11 44 44;España;Teruel;Alameda Amor Morell 447 Puerta 2 ;28578;06/12/1998;Masculino;14/12/2022;20 compras;875
C0172;Dorotea Medina;dorotea.medina@example.com;+34 858 114 618;España;Cantabria;C. Fernando Ribas 76;12796;23/11/1961;Femenino;05/12/2022;5 compras;389
C0173;Palmira Romero;palmira.romero@example.com;+34 821601132;España;Las Palmas;Calle Daniela Rebollo 211;11979;27/01/1997;Femenino;21/08/2021;2 compras;83
C0174;Paco Murillo;paco.murillo@example.com;+34 724 388 433;España;Almería;Camino Noelia Asenjo 68;54151;14/08/1990;Masculino;16/09/2023;5 compras;405
C0175;Macarena Guardiola;macarena.guardiola@example.com;+34 749 02 66 77;España;Vizcaya;Ronda Eusebia Fajardo 80 Puerta 5 ;70133;21/12/1989;Otro;28/01/2021;4 compras;476
C0176;Bernabé Toro;bernabé.toro@example.com;+34 712 38 87 02;España;León;Glorieta de Luisina Arjona 55;97614;16/05/1994;Masculino;29/09/2023;19 compras;617
C0177;Juan Pablo Higueras;juan pablo.higueras@example.com;+34 705656098;España;Lugo;C. Agustín Villalobos 130;99870;28/11/1953;Masculino;29/01/2021;8 compras;829
C0178;Nieves Zapata;nieves.zapata@example.com;+34697 825 829;España;Melilla;Callejón de Magdalena Morcillo 2 Puerta 2 ;44515;23/12/1988;Femenino;04/10/2019;18 compras;569
C0179;Gabino Ocaña;gabino.ocaña@example.com;+34819 007 116;España;Huelva;Cañada Ramiro Corral 52 Apt. 03 ;79273;10/01/1986;Masculino;08/11/2020;12 compras;993
C0180;Eli Pinedo;eli.pinedo@example.com;+34 708601607;España;Guadalajara;Acceso de Cornelio Berrocal 86;12179;11/02/1998;Otro;25/11/2021;8 compras;311
C0181;Vanesa Infante;vanesa.infante@example.com;+34731 18 21 63;España;Lugo;Cañada Octavio Lorenzo 3;80971;13/02/1966;Femenino;03/07/2022;5 compras;786
C0182;Alejandra Pascual;alejandra.pascual@example.com;+34 726167267;España;Valencia;Via de Cosme Andrés 1;69536;27/10/1955;Otro;03/08/2019;11 compras;71
C0183;Lisandro Lorenzo;lisandro.lorenzo@example.com;+34980 50 22 38;España;Lugo;Cañada Paz Guardiola 32 Apt. 86 ;65990;04/04/1993;Otro;03/06/2023;20 compras;581
C0184;Javi Lillo;javi.lillo@example.com;+34703 03 76 73;España;Baleares;Acceso de Francisco Reguera 7;79519;05/03/1965;Masculino;09/05/2019;8 compras;295
C0185;Gisela Sánchez;gisela.sánchez@example.com;34699008157;España;Huesca;Via Lupe Barreda 2 Piso 4 ;23104;25/09/1986;Femenino;25/01/2021;19 compras;914
C0186;Paca Arcos;paca.arcos@example.com;+34 981222903;España;Cantabria;Alameda Leonel Reig 74;34357;09/08/1990;Otro;19/04/2023;11 compras;383
C0187;Elvira Céspedes;elvira.céspedes@example.com;34733264212;España;Toledo;Camino de Leoncio Barceló 8;26348;25/11/1963;Otro;14/10/2023;3 compras;382
C0188;Delia Andrade;delia.andrade@example.com;34708076741;España;Badajoz;Camino de Eliseo Ibarra 36 Piso 2 ;23637;22/12/1957;Femenino;17/01/2020;16 compras;894
C0189;Melisa Jara;melisa.jara@example.com;34715176501;España;Valencia;Avenida de Félix Arnaiz 24;3747;29/05/1994;Femenino;30/12/2018;5 compras;636
C0190;Delfina Sans;delfina.sans@example.com;+34 718 648 630;España;Murcia;Via Eleuterio Bermejo 42;80148;07/10/1965;Femenino;15/06/2023;19 compras;822
C0191;Gabriel Barberá;gabriel.barberá@example.com;+34735 665 303;España;Tarragona;Camino de Asunción Segarra 23;63400;10/02/1980;Otro;08/09/2022;3 compras;587
C0192;Isaura Villegas;isaura.villegas@example.com;+34 823895217;España;Valencia;Glorieta de Rosa Roman 27 Puerta 5 ;85301;08/07/1969;Femenino;02/04/2021;11 compras;929
C0193;Cristian Lladó;cristian.lladó@example.com;+34 703897913;España;Tarragona;Glorieta Jacobo Paz 4;50359;03/03/1955;Masculino;10/12/2022;15 compras;680
C0194;Teodora Cobos;teodora.cobos@example.com;+34934 873 308;España;Huelva;Acceso de Joan Andrés 65;19105;21/09/1970;Otro;24/10/2023;3 compras;127
C0195;Juan Río;juan.río@example.com;34733734105;España;Guipúzcoa;Pasaje Trini Flor 49;79661;11/03/1983;Masculino;16/06/2019;11 compras;710
C0196;Ana Bou;ana.bou@example.com;+34 715028471;España;Vizcaya;Glorieta Román Ortega 93 Puerta 5 ;62709;19/03/2005;Femenino;05/12/2019;19 compras;570
C0197;Ángela Vives;ángela.vives@example.com;+34619 60 70 77;España;Cuenca;Camino de Aarón Arellano 6 Piso 4 ;9996;02/10/1990;Otro;27/12/2019;2 compras;932
C0198;Tadeo Aragón;tadeo.aragón@example.com;+34 904758043;España;La Rioja;Cañada Chita Arrieta 23 Apt. 12 ;87016;17/02/1954;Otro;27/07/2022;7 compras;526
C0199;Mauricio Amat;mauricio.amat@example.com;34713005028;España;Badajoz;Via de Pablo Pera 54 Puerta 2 ;60630;22/07/1955;Masculino;12/02/2019;7 compras;87
C0200;Felipa Quevedo;felipa.quevedo@example.com;+34744 32 59 46;España;La Rioja;Via Leocadio Moll 5;51428;18/11/1961;Femenino;30/07/2019;17 compras;549
C0201;África Soriano;áfrica.soriano@example.com;+34 707 920 347;España;Ourense;C. de Inocencio Mínguez 372;10772;17/02/1954;Femenino;28/03/2021;10 compras;649
C0202;Delia Bustos;delia.bustos@example.com;34899464608;España;Cantabria;Cuesta Julie Landa 399 Apt. 14 ;46528;12/11/1975;Femenino;09/04/2021;8 compras;742
C0203;Odalis Rios;odalis.rios@example.com;+34 722448861;España;Teruel;Cañada de Cristóbal Corbacho 22;63013;16/10/1982;Femenino;27/08/2021;13 compras;442
C0204;María Teresa Buendía;maría teresa.buendía@example.com;+34 712468780;España;Albacete;Ronda Josué Roselló 7 Puerta 1 ;7276;04/03/1990;Femenino;26/01/2022;15 compras;730
C0205;Ramona Palomares;ramona.palomares@example.com;+34744 74 52 36;España;Lleida;Avenida Valentina Rodrigo 62 Puerta 5 ;29981;07/07/1953;Femenino;30/10/2021;2 compras;708
C0206;Cloe Posada;cloe.posada@example.com;+34636 770 911;España;Valencia;Plaza Graciano Leal 88 Puerta 3 ;11731;31/03/1998;Otro;18/04/2023;5 compras;717
C0207;Lupe Romeu;lupe.romeu@example.com;+34 726 71 02 26;España;Soria;Acceso de Régulo Muro 47 Piso 3 ;49669;08/11/1986;Otro;01/08/2019;17 compras;585
C0208;Jesús Galindo;jesús.galindo@example.com;+34 720 777 547;España;Santa Cruz de Tenerife;Ronda Fidela Mur 96 Puerta 0 ;96957;06/10/1997;Masculino;20/05/2020;19 compras;103
C0209;Nazario Cano;nazario.cano@example.com;+34 717 324 317;España;Asturias;Rambla de Joel Álvaro 162;5254;26/11/1996;Masculino;24/03/2022;7 compras;593
C0210;Roberta Flor;roberta.flor@example.com;+34 864 87 02 86;España;Vizcaya;Acceso Ximena Vilaplana 76 Apt. 37 ;80349;20/07/1992;Femenino;15/12/2020;4 compras;260
C0211;Mercedes Arranz;mercedes.arranz@example.com;+34 745 85 33 50;España;Valladolid;Urbanización Marianela Meléndez 40;84976;12/11/1975;Femenino;10/02/2020;13 compras;363
C0212;Isidora Reina;isidora.reina@example.com;+34 731 429 951;España;Murcia;Rambla de Hugo Álvaro 86;12820;16/05/1999;Femenino;25/06/2019;20 compras;714
C0213;Angelita Ibáñez;angelita.ibáñez@example.com;+34 953 67 86 50;España;Tarragona;Plaza Crescencia Lopez 73 Puerta 5 ;78666;09/03/1972;Femenino;19/06/2020;3 compras;999
C0214;Florinda Manzano;florinda.manzano@example.com;+34643 99 78 25;España;Cádiz;Cañada de Petrona Contreras 67;29067;27/04/1977;Femenino;12/04/2023;8 compras;553
C0215;Carmen Ruiz;carmen.ruiz@example.com;+34687 789 713;España;La Coruña;Alameda Emperatriz Costa 26;46453;23/02/1997;Otro;05/02/2020;10 compras;263
C0216;Antonio Ledesma;antonio.ledesma@example.com;+34747 581 456;España;Ourense;Glorieta Rafaela Barriga 58;33084;27/01/1995;Masculino;23/09/2022;15 compras;628
C0217;Ariel Aranda;ariel.aranda@example.com;+34 741 851 031;España;Cantabria;Ronda de Joel Doménech 68 Piso 6 ;1769;10/08/1985;Femenino;27/09/2021;14 compras;290
C0218;Luís Naranjo;luís.naranjo@example.com;+34 691 66 81 20;España;Ciudad;Callejón de Miguel Manzano 74;45222;03/09/1983;Masculino;25/01/2021;10 compras;915
C0219;Chus Canet;chus.canet@example.com;34726399333;España;Jaén;Plaza de Alejandro Atienza 8 Puerta 9 ;86653;21/06/1967;Femenino;10/04/2019;19 compras;290
C0220;Reina Vera;reina.vera@example.com;+34637 28 28 99;España;Segovia;Plaza de Victor Grau 6;68339;14/04/1953;Otro;08/04/2023;19 compras;26
C0221;Perla Nevado;perla.nevado@example.com;+34 658 438 843;España;Asturias;Rambla de Moisés Figueras 328;51029;02/07/1975;Femenino;02/10/2023;16 compras;945
C0222;Anacleto Coello;anacleto.coello@example.com;+34707 059 796;España;Guadalajara;Alameda Lucila Muñoz 8;12748;22/04/1979;Masculino;04/09/2020;13 compras;699
C0223;Ovidio Gomila;ovidio.gomila@example.com;34656646312;España;Málaga;Camino Genoveva Estevez 89;65381;29/09/1987;Masculino;30/04/2020;2 compras;84
C0224;Dolores Bermejo;dolores.bermejo@example.com;+34 626 30 41 52;España;La Rioja;Avenida de Laura Peral 89 Apt. 86 ;89877;22/10/1963;Femenino;29/12/2020;7 compras;468
C0225;Bibiana Cuervo;bibiana.cuervo@example.com;34732639760;España;Cádiz;Vial Juan José Ibañez 8 Apt. 50 ;11279;06/05/1994;Otro;31/01/2021;1 compras;980
C0226;Primitivo Viñas;primitivo.viñas@example.com;+34 704 958 294;España;Huesca;Glorieta de Eustaquio Chaves 426;21434;09/09/1976;Masculino;16/07/2020;6 compras;795
C0227;Catalina Caro;catalina.caro@example.com;+34 706 400 549;España;Zamora;Paseo de Efraín Abad 316;8460;18/09/1997;Femenino;23/04/2022;9 compras;587
C0228;Leonel Aguilar;leonel.aguilar@example.com;34693425820;España;Soria;C. de Elena Toledo 8;39345;05/04/1962;Masculino;25/02/2020;9 compras;462
C0229;Salomé Guardiola;salomé.guardiola@example.com;34722364652;España;Soria;Avenida de Lilia Garzón 48 Puerta 0 ;21594;20/08/1961;Otro;08/07/2022;11 compras;562
C0230;Rosendo Ferrán;rosendo.ferrán@example.com;+34720 90 71 78;España;Murcia;Via Esther Ripoll 9 Piso 6 ;24245;24/06/1968;Masculino;31/05/2022;18 compras;537
C0231;Ángeles Moll;ángeles.moll@example.com;+34 726715471;España;Ávila;C. Federico Tamayo 52;18072;03/04/1958;Femenino;29/09/2020;8 compras;357
C0232;Cesar Galván;cesar.galván@example.com;34719635745;España;Huesca;Cañada Marisa Beltran 735;50853;13/10/1958;Otro;04/11/2020;7 compras;616
C0233;Vilma Isern;vilma.isern@example.com;34736352135;España;Granada;Ronda Maristela Gomez 29 Puerta 5 ;17662;10/10/1965;Otro;17/05/2023;11 compras;713
C0234;Venceslás Suarez;venceslás.suarez@example.com;+34715 323 023;España;Ciudad;Callejón de Pedro Cases 52;38127;13/03/1976;Masculino;25/08/2021;14 compras;770
C0235;José Murillo;josé.murillo@example.com;+34 741 80 08 16;España;Ávila;Cañada Miguel Asensio 637 Puerta 2 ;56060;27/11/2005;Femenino;12/06/2020;16 compras;251
C0236;Leonor Pla;leonor.pla@example.com;+34 733 06 11 42;España;Valladolid;C. Simón Iborra 38;2002;18/07/1955;Otro;02/07/2022;19 compras;110
C0237;Xavier Valera;xavier.valera@example.com;34718558140;España;Soria;Paseo Ibán Martinez 90 Apt. 65 ;77871;24/10/1983;Otro;17/07/2019;11 compras;598
C0238;Rafa Valentín;rafa.valentín@example.com;+34648 38 13 04;España;Murcia;Alameda de Esther Barriga 81;80689;27/01/1954;Masculino;15/03/2020;10 compras;124
C0239;Abilio Castañeda;abilio.castañeda@example.com;34658439864;España;Cantabria;Vial Gabriela Palau 312;37438;30/06/2003;Masculino;19/05/2020;1 compras;861
C0240;Sergio Aroca;sergio.aroca@example.com;+34925 71 26 52;España;Girona;Avenida de Evaristo Mateo 124;18905;21/07/1960;Masculino;10/11/2019;12 compras;234
C0241;Hector Sanjuan;hector.sanjuan@example.com;34722948302;España;Cantabria;Pasadizo Elpidio Barrera 4 Piso 3 ;30955;05/01/2001;Masculino;11/07/2021;18 compras;64
C0242;Guadalupe Acedo;guadalupe.acedo@example.com;+34 722 423 619;España;Vizcaya;Acceso de Santos Cal 35;42506;26/11/1993;Otro;22/04/2022;5 compras;452
C0243;Basilio Cases;basilio.cases@example.com;+34628 676 599;España;Álava;Ronda Fabiana Luís 495;33011;06/08/1968;Masculino;07/10/2019;16 compras;900
C0244;Pilar Gil;pilar.gil@example.com;+34 616 89 12 17;España;Huelva;Paseo María España 742 Apt. 52 ;83183;16/05/1959;Femenino;18/09/2022;6 compras;170
C0245;Bernabé Sastre;bernabé.sastre@example.com;+34700 15 82 52;España;Ceuta;Acceso de Delia Lillo 45 Apt. 21 ;42066;12/02/1962;Masculino;16/07/2021;16 compras;105
C0246;Severino Segarra;severino.segarra@example.com;+34 710 966 636;España;Guadalajara;Paseo Charo Jara 17;72849;19/04/2000;Masculino;01/03/2023;1 compras;555
C0247;Jaime Quirós;jaime.quirós@example.com;+34972 25 61 47;España;Toledo;Plaza Purificación Barón 42;44190;08/05/1966;Masculino;14/02/2019;12 compras;90
C0248;Adora Serna;adora.serna@example.com;+34 860 673 233;España;Baleares;Avenida Rosario Gil 65 Piso 6 ;49534;24/01/1969;Femenino;03/10/2023;2 compras;173
C0249;Nilo Peláez;nilo.peláez@example.com;+34731 894 997;España;Granada;Glorieta Josué Alvarado 36;42413;14/03/1953;Otro;20/08/2019;18 compras;673
C0250;Eva Pascual;eva.pascual@example.com;+34 907 727 496;España;Guadalajara;Ronda de César Bellido 23 Apt. 76 ;57905;28/07/1977;Femenino;25/03/2019;2 compras;283
